"probability","observed_positive","overall_positive","complier_positive"
0.543,15883.8193333333,16528.5229257528,16498.3449518051
0.5435,15916.774,16552.9579434718,16519.3636314615
0.544,15929.9546666667,16578.8738289597,16542.0534034189
0.5445,15939.134,16599.6529855784,16564.108126659
0.545,15966.9,16621.6199712088,16584.161175611
0.5455,16003.892,16643.7557875381,16612.290153858
0.546,16028.2253333333,16667.4154854702,16634.8243156602
0.5465,16057.051,16689.3662467519,16662.6323273928
0.547,16078.3606666667,16712.4083699246,16687.4835733519
0.5475,16112.5683333333,16736.645995776,16708.2544443277
0.548,16131.984,16758.3990418046,16733.3393237032
0.5485,16154.9456666667,16785.0514828865,16753.0539126484
0.549,16197.788,16807.4560912973,16780.4498839488
0.5495,16226.796,16830.1431981877,16804.3589365386
0.55,16255.5333333333,16859.7253605917,16830.9004486966
0.5505,16273.503,16885.7515371425,16854.3110593387
0.551,16285.51,16908.3675066065,16879.2664143681
0.5515,16295.8483333333,16931.3851190454,16903.7306425654
0.552,16319.0373333333,16952.0003348524,16930.4319137224
0.5525,16324.21,16977.3040483354,16951.1769445672
0.553,16337.3813333333,17001.8516941869,16977.3202402672
0.5535,16375.2016666667,17025.248521489,16997.4896760471
0.554,16397.772,17048.1128040708,17020.1389198339
0.5545,16426.889,17072.2522242563,17043.8705230044
0.555,16455.7733333333,17096.5806294689,17073.0745763223
0.5555,16467.577,17123.6434079931,17096.6683745296
0.556,16500.888,17148.6441759579,17120.8764187463
0.5565,16559.5853333333,17172.2063547294,17145.2903193917
0.557,16569,17201.1096411891,17170.4413032495
0.5575,16615.035,17225.642896989,17195.1005672766
0.558,16639.644,17251.2075989017,17218.9724703649
0.5585,16650.917,17276.209344801,17239.4597688347
0.559,16674,17295.1243345249,17260.961644699
0.5595,16692,17322.910037159,17281.4758649834
0.56,16714.08,17349.6433521557,17302.2958449903
0.5605,16745.252,17373.6760387017,17321.1807427084
0.561,16770.5106666667,17396.3553928237,17343.9768830876
0.5615,16783.553,17418.1604489105,17367.0639048485
0.562,16803,17440.4904459066,17390.6323791175
0.5625,16838,17461.9134734428,17412.0240096812
0.563,16873.734,17483.2485658619,17438.3732994496
0.5635,16891.1873333333,17509.7767138223,17460.0131398774
0.564,16898.3226666667,17532.1220930495,17484.6175100643
0.5645,16916.729,17556.5628981929,17505.8038441162
0.565,16929.5766666667,17583.0790589106,17527.9030016066
0.5655,16943.593,17606.6907092683,17550.4827885346
0.566,16970.592,17628.0930022077,17572.4108967791
0.5665,17002.9973333333,17649.0614416569,17595.3206339728
0.567,17038,17671.4986434267,17618.274670403
0.5675,17046.135,17692.3872129606,17641.3319811735
0.568,17065.8506666667,17718.6650788352,17666.5125823008
0.5685,17085.5406666667,17741.1277825451,17692.2695068311
0.569,17107.338,17761.3746124841,17716.019173
0.5695,17128.217,17786.83027847,17741.440649858
0.57,17155.42,17810.5168421929,17764.9457239283
0.5705,17163.705,17835.0546922956,17786.3256384115
0.571,17182.826,17855.8923638341,17808.4771607058
0.5715,17194,17884.0481479408,17831.5986046812
0.572,17220.744,17907.1461122011,17858.171010351
0.5725,17244.1166666667,17930.4013269928,17879.8202813112
0.573,17260.552,17953.5552759017,17903.4840540222
0.5735,17279.523,17981.1793210741,17927.9249563819
0.574,17301.044,18001.3902139045,17954.4004289183
0.5745,17317.235,18023.7718246957,17979.878338966
0.575,17341.4,18043.6068504667,18002.9903329821
0.5755,17366.1766666667,18067.4602122734,18029.5612965547
0.576,17412.2853333333,18092.0906641076,18055.9841570153
0.5765,17452.236,18115.4466959236,18077.3826228003
0.577,17470.4206666667,18139.0662531541,18097.6380533551
0.5775,17500.9766666667,18161.3410383857,18118.5411899331
0.578,17525.556,18185.0978550645,18141.5185626453
0.5785,17537.6236666667,18208.1231118602,18166.671817579
0.579,17555,18232.3785703274,18186.8847096067
0.5795,17576.277,18257.9935135372,18211.8155879701
0.58,17602.1333333333,18284.492033552,18234.0535166465
0.5805,17646,18309.0992683354,18258.1491052508
0.581,17672.848,18331.3188067813,18280.2859096502
0.5815,17697.178,18356.5743367824,18306.9399251426
0.582,17718.0973333333,18381.1813657859,18327.4669922279
0.5825,17731.485,18403.3984831382,18351.3890905311
0.583,17769.7473333333,18428.8911688933,18377.0070153055
0.5835,17818.2013333333,18449.9395688813,18400.8625196564
0.584,17834.84,18469.3643440186,18422.5230653954
0.5845,17851.921,18494.4996953402,18444.5822685001
0.585,17873.5166666667,18513.8669721992,18469.3949763336
0.5855,17897.142,18540.9432585599,18491.1478889068
0.586,17915,18563.0620740424,18512.0037028457
0.5865,17958.7063333333,18587.4050548147,18536.3582637069
0.587,17971.644,18608.3934271507,18563.0313365948
0.5875,17981.6833333333,18634.0455786056,18583.5601333302
0.588,18011.728,18665.9972035493,18611.1349789771
0.5885,18037.977,18692.5027426538,18636.5609582484
0.589,18078.268,18713.4562654976,18662.3162280199
0.5895,18096.5616666667,18735.689270167,18683.1717588318
0.59,18116.72,18760.9363443457,18707.492531945
0.5905,18126.743,18783.324741464,18730.919369879
0.591,18149.2073333333,18811.7706601238,18755.2387267869
0.5915,18193.149,18839.1109662641,18777.053336186
0.592,18206.408,18863.1431396706,18802.2103095053
0.5925,18232.555,18886.5196990312,18823.4499692137
0.593,18260.172,18915.6198449326,18849.5420549202
0.5935,18273.2683333333,18940.969070259,18873.0692722535
0.594,18291.6066666667,18967.2402503819,18901.0484996669
0.5945,18304.578,18989.3305204992,18925.2847732104
0.595,18324.14,19009.6863191686,18946.6340936806
0.5955,18359.773,19031.1146158431,18970.3108197681
0.596,18382.944,19049.659069253,18995.6816803886
0.5965,18393,19073.366396667,19023.7937658614
0.597,18416.0186666667,19096.0862425412,19047.7051041324
0.5975,18461.34,19122.7321716207,19072.3852934595
0.598,18489.788,19147.3257699758,19096.9626163417
0.5985,18519.991,19169.483107565,19122.3837517069
0.599,18541.766,19193.1574477207,19149.7969601139
0.5995,18583.794,19218.7502805524,19180.007573977
0.6,18603.6,19240.594011647,19204.8085459621
0.6005,18622.611,19264.4754532786,19230.721893318
0.601,18648,19289.0792094324,19252.029237025
0.6015,18692.1543333333,19312.8158499077,19275.513995379
0.602,18701.608,19333.838034546,19298.3235281614
0.6025,18757.7433333333,19358.1201725177,19325.30783942
0.603,18785.3933333333,19384.2233035505,19349.1389585675
0.6035,18806.035,19409.8006773128,19375.5039812684
0.604,18828,19436.8019346039,19402.3550388154
0.6045,18844.5693333333,19459.7676769564,19426.1718474849
0.605,18852.63,19483.936001793,19455.1289934821
0.6055,18892.7203333333,19503.7999859203,19481.4348552197
0.606,18933.7626666667,19526.6477574921,19504.1965851445
0.6065,18951.239,19551.8543943887,19525.8355222261
0.607,18965.1326666667,19577.4954985704,19550.2692042196
0.6075,19000.6766666667,19596.6294562581,19576.9318385611
0.608,19019.624,19619.0390668533,19599.655434217
0.6085,19045.6836666667,19643.5032317861,19622.9311875709
0.609,19094.7513333333,19665.5783324997,19650.2512419675
0.6095,19108.914,19690.1150102174,19675.7266720157
0.61,19128,19713.7883710966,19700.2061003051
0.6105,19194.9086666667,19736.8504908195,19721.8826032792
0.611,19257,19762.1451501501,19744.7545040237
0.6115,19262.0896666667,19784.0609424839,19774.0926616094
0.612,19289.3146666667,19805.2432794314,19802.6092126942
0.6125,19327,19831.7806423041,19828.4370167337
0.613,19345.5853333333,19853.8847567011,19854.7563752312
0.6135,19360.8826666667,19881.0640518576,19879.9325298145
0.614,19398.996,19906.3193060271,19905.4460753954
0.6145,19414.9913333333,19929.2539405249,19932.8205327559
0.615,19457.45,19952.3979460429,19959.1314121852
0.6155,19500,19973.7011843497,19982.7446656449
0.616,19505.6986666667,19999.6094939373,20001.8444210398
0.6165,19541.7663333333,20028.0411866251,20025.3345509601
0.617,19554.668,20054.8890274048,20049.4478459773
0.6175,19590.4266666667,20079.7930449198,20072.0277246092
0.618,19619.908,20106.3749504061,20098.620241549
0.6185,19659.111,20130.0604140368,20123.0476710236
0.619,19683.256,20153.9577718149,20146.2258953737
0.6195,19708.2063333333,20186.2787315976,20167.8855956581
0.62,19735.48,20212.2730281654,20195.2008063322
0.6205,19750.153,20238.6399063853,20217.0978272746
0.621,19801.7533333333,20261.505903593,20239.9340302187
0.6215,19839,20285.6647264122,20265.3700033937
0.622,19858.0213333333,20308.5667312617,20292.1029120413
0.6225,19888.735,20333.9211251399,20315.2703309096
0.623,19931.814,20362.0323156953,20335.3057723522
0.6235,19958.4273333333,20387.0948936435,20361.4689345702
0.624,20015.5626666667,20409.9069447712,20387.3060164857
0.6245,20034.547,20437.4322131615,20411.1615586914
0.625,20058,20457.3823725024,20432.7596327886
0.6255,20078.953,20483.8541899873,20461.0716671615
0.626,20100.156,20510.4627803079,20486.0934969186
0.6265,20120.5983333333,20533.797038057,20509.1773240528
0.627,20181,20556.3398298927,20532.9167659226
0.6275,20193.765,20579.7141326387,20557.6957773153
0.628,20256.968,20607.2697619242,20581.1159695195
0.6285,20299.171,20633.2911999258,20608.0196394425
0.629,20326.664,20661.046771539,20632.702533144
0.6295,20358.5256666667,20686.3743244025,20658.2734949559
0.63,20373.5933333333,20710.3894365791,20687.5624553112
0.6305,20384.322,20733.6767456634,20713.3684985557
0.631,20400.7286666667,20761.733938259,20741.6223477234
0.6315,20427.1486666667,20787.0839530527,20769.0957800942
0.632,20483.504,20811.9037371329,20792.9306963753
0.6325,20511.8633333333,20832.9286635624,20815.7598459957
0.633,20533.9926666667,20858.591152132,20842.0484119868
0.6335,20553,20880.5874365905,20870.0306488621
0.634,20565.5386666667,20906.6892116924,20892.8670958305
0.6345,20596.214,20932.7553097289,20918.5492744272
0.635,20609.81,20954.7499206333,20943.8914201241
0.6355,20636.3376666667,20982.9730368335,20967.1233695756
0.636,20656.6213333333,21009.1009085246,20994.2735142593
0.6365,20672.514,21033.9154393968,21023.996538865
0.637,20692.622,21063.4036262492,21050.3708404867
0.6375,20726.6916666667,21087.8032154571,21074.0478043458
0.638,20762.352,21113.0238296504,21094.1715609337
0.6385,20772.4873333333,21140.1414736436,21121.1047786974
0.639,20787,21167.4986371372,21146.0748590062
0.6395,20845.637,21193.5897416565,21169.0798296164
0.64,20856,21222.8331140266,21192.7753692176
0.6405,20875.0286666667,21245.7332505584,21217.0934514848
0.641,20891.738,21267.5989545024,21239.832397536
0.6415,20918.1973333333,21292.8390217322,21268.3038295782
0.642,20949,21315.1916836518,21296.2253324536
0.6425,20979.84,21339.347142696,21324.8166155979
0.643,21022.7633333333,21365.5537265454,21350.7788391939
0.6435,21046.6813333333,21391.115627576,21377.4020879823
0.644,21071.736,21412.1411063363,21399.0989702079
0.6445,21109.334,21439.0232719298,21422.9243788377
0.645,21126.74,21465.2627580324,21446.9725954126
0.6455,21153,21490.9004708477,21471.9116828428
0.646,21190.656,21516.5713162868,21499.0203031651
0.6465,21208.958,21543.6680619738,21525.8779579468
0.647,21230.682,21567.5754018294,21550.714253777
0.6475,21249.6166666667,21591.1039518537,21570.0518041029
0.648,21277.0586666667,21616.1855648519,21592.0024150134
0.6485,21297.291,21642.999275413,21612.8983173864
0.649,21308.3293333333,21668.2789552645,21642.3474777548
0.6495,21319.6263333333,21697.3261900977,21665.224951528
0.65,21376.8,21722.352904572,21693.1090681095
0.6505,21411.7353333333,21749.1726783657,21715.6790829056
0.651,21425.0473333333,21777.0111098252,21739.4558578059
0.6515,21467.593,21800.7465531019,21770.6863588735
0.652,21498.5706666667,21826.5421449046,21796.0891592561
0.6525,21517.9366666667,21856.2785133518,21820.2383945136
0.653,21530.118,21877.2152815344,21844.8213329662
0.6535,21559.1893333333,21901.131855137,21872.660020217
0.654,21569.8413333333,21927.3537206382,21900.132846847
0.6545,21615.363,21952.9380910497,21924.9913036966
0.655,21629,21975.1057667039,21951.621595804
0.6555,21654.931,22003.7734172582,21978.0533848429
0.656,21705.112,22032.0296751232,22008.364542968
0.6565,21723.539,22059.0759905195,22035.5385403483
0.657,21745.484,22084.7471460709,22060.3940976018
0.6575,21762.945,22108.8018049009,22084.3635736343
0.658,21777.7653333333,22134.548859862,22109.0084029411
0.6585,21795.2516666667,22157.4095967883,22132.0610772996
0.659,21816.108,22181.8390407676,22157.4275151155
0.6595,21843.1713333333,22207.4123390899,22179.1649071825
0.66,21879.6533333333,22232.5153754143,22209.5038656536
0.6605,21895.21,22260.0634699248,22233.4974831517
0.661,21913.7886666667,22285.9423582197,22258.5414329748
0.6615,21931.8563333333,22311.2066029192,22283.9589916322
0.662,21967.86,22335.9205862364,22313.705192529
0.6625,21983.95,22364.0350348649,22340.6639446108
0.663,22027.246,22390.1997887631,22370.0243596289
0.6635,22063.397,22416.0525201028,22397.468439813
0.664,22081.168,22448.9812703608,22423.4755266869
0.6645,22095.3116666667,22474.6426464735,22451.4988263569
0.665,22112.99,22499.9933142229,22480.8881417475
0.6655,22174.9883333333,22528.509677441,22505.2647385161
0.666,22202.792,22555.8967177495,22532.9848823121
0.6665,22238.533,22582.5966687054,22561.6742194364
0.667,22267.218,22611.0062305513,22585.97649802
0.6675,22293.6783333333,22638.7166158026,22616.175728103
0.668,22328.832,22668.5211861936,22647.4400001996
0.6685,22361.8036666667,22692.4978648613,22675.8635938751
0.669,22375.8713333333,22719.1475667463,22704.7259613788
0.6695,22410.695,22746.9089447461,22730.0382911902
0.67,22424.0066666667,22770.3008483474,22754.8151216254
0.6705,22449.1486666667,22801.3425824991,22785.6822939798
0.671,22455,22829.4539021538,22810.156333999
0.6715,22476.4193333333,22855.6177361967,22841.5172086992
0.672,22492.496,22886.0671833421,22868.5964974032
0.6725,22513.69,22915.3379626254,22895.4592389515
0.673,22526.476,22939.6095113601,22924.6212829015
0.6735,22561.441,22963.2452125622,22950.2493693042
0.674,22578.548,22989.1314718795,22976.7397022547
0.6745,22625.082,23020.4102921877,23001.5578398393
0.675,22666.1,23046.3214671434,23027.7341474972
0.6755,22696.257,23073.3371866763,23053.0680212944
0.676,22724.6373333333,23101.5063707524,23081.9532685188
0.6765,22742.8863333333,23128.4753546418,23108.8815860598
0.677,22776.264,23155.202941441,23137.1431083702
0.6775,22820.0216666667,23184.0667594587,23161.4279383716
0.678,22848.268,23213.5608334212,23186.1993016918
0.6785,22875.884,23242.416856897,23213.9128563742
0.679,22901.7973333333,23268.4489080446,23238.9076220759
0.6795,22919.2923333333,23295.7455365076,23267.1338713419
0.68,22932.04,23324.9738719653,23298.119899069
0.6805,22957.283,23352.4898873513,23328.2061058495
0.681,22974,23382.3246203769,23355.9891544913
0.6815,23007.815,23415.2324331759,23380.5435284089
0.682,23027.6306666667,23438.554932357,23408.6186815989
0.6825,23064.6983333333,23466.4689985237,23437.3400474006
0.683,23078.298,23491.242918955,23471.2408118921
0.6835,23096.8356666667,23515.9160292921,23502.5957908142
0.684,23127,23547.5537676474,23532.2789457259
0.6845,23186.969,23572.9476435233,23558.923838523
0.685,23212.5033333333,23601.4439958906,23587.1720171367
0.6855,23290.1476666667,23627.6665345086,23618.6078702345
0.686,23314.548,23655.5224621106,23646.6658055967
0.6865,23337.1983333333,23686.4586734383,23676.0301820138
0.687,23385.61,23713.1227521056,23702.5051100459
0.6875,23424.75,23743.0677821342,23725.1869269678
0.688,23444.0826666667,23773.5850420406,23750.8537855166
0.6885,23473.593,23796.6928186653,23782.6455688166
0.689,23493,23824.223826477,23813.5030977504
0.6895,23518.937,23853.5988317083,23837.0568389138
0.69,23543.14,23878.8330718034,23871.2649471629
0.6905,23554.343,23905.2855971955,23898.3329509394
0.691,23564.3946666667,23932.3161157527,23930.4588440493
0.6915,23593.6613333333,23959.9575654168,23955.0345988587
0.692,23669.616,23982.7598500924,23985.881987375
0.6925,23684.1033333333,24009.518432125,24017.6927749648
0.693,23710.9546666667,24034.0044523686,24050.3345179327
0.6935,23730.561,24061.1360216857,24080.0403420802
0.694,23758.0186666667,24092.5478885442,24111.7053130632
0.6945,23779.2893333333,24118.5589056642,24136.5851071022
0.695,23820.24,24148.6500245208,24163.5340293762
0.6955,23857.4073333333,24175.8827443864,24192.3190035267
0.696,23887.88,24206.8721127188,24215.0726743453
0.6965,23906.965,24235.2747589613,24245.7434811721
0.697,23949.964,24262.0829063705,24273.5558037737
0.6975,23985.295,24292.0564385641,24300.5886745268
0.698,24011.592,24320.667208592,24325.4994357468
0.6985,24035.182,24349.9704389808,24353.9397338564
0.699,24074.794,24373.4043538872,24386.3067318621
0.6995,24095.997,24396.7026220699,24415.4820753779
0.7,24135.7333333333,24422.6674154,24443.8928500481
0.7005,24171,24455.566151087,24472.739001164
0.701,24196.616,24478.7261105819,24497.8741833727
0.7015,24243.472,24509.3158138607,24524.0375879005
0.702,24276.6746666667,24537.2078470219,24552.2999109413
0.7025,24329.43,24565.1128879366,24582.0075455756
0.703,24345.418,24598.3776927015,24612.7899538058
0.7035,24364.5403333333,24627.392887245,24642.5600498359
0.704,24389.608,24658.0046618387,24670.8284250476
0.7045,24404,24684.7994808075,24694.5887346739
0.705,24425,24712.6645742768,24722.16553277
0.7055,24465.244,24739.133548115,24748.6496696146
0.706,24524,24771.7854218758,24776.6169065108
0.7065,24540.7316666667,24801.6157668584,24802.3345176509
0.707,24563.014,24830.8030585313,24831.060988317
0.7075,24573.5716666667,24859.2600609271,24861.7101696067
0.708,24621.896,24888.1076823341,24890.2950842545
0.7085,24662.897,24918.3576218936,24919.2166369517
0.709,24748.8466666667,24950.9428365659,24956.5654822679
0.7095,24798.3523333333,24981.7027768421,24985.4126021418
0.71,24809.52,25009.5453328746,25015.7856722363
0.7105,24825.9753333333,25044.4342441389,25053.4756721266
0.711,24890.2213333333,25076.5381375045,25080.9648260067
0.7115,24898.246,25107.3741542992,25117.2460241838
0.712,24932.7413333333,25135.2902770112,25147.5806598545
0.7125,24967.8583333333,25161.5915239811,25175.2228787824
0.713,25014.13,25187.7779734385,25205.0375031433
0.7135,25037.1923333333,25219.7755917966,25234.387099675
0.714,25069.768,25245.923358961,25261.8261882007
0.7145,25116.087,25276.5802930797,25290.0418405774
0.715,25156.2566666667,25304.3883121913,25314.913769448
0.7155,25181.8216666667,25334.6627068071,25345.1764228384
0.716,25201.392,25362.8871895237,25373.5821343812
0.7165,25254.9966666667,25393.9358738002,25396.6739945473
0.717,25280.204,25424.3787843321,25427.7869308982
0.7175,25302.305,25453.1846579042,25454.5478264019
0.718,25339.5026666667,25486.3907614359,25483.110850245
0.7185,25380.2813333333,25515.5448932152,25518.3964426718
0.719,25433.57,25546.3978291023,25547.9186212037
0.7195,25462.5283333333,25580.7133543743,25580.8130432171
0.72,25491.5066666667,25609.3061043802,25611.7620463632
0.7205,25499.841,25638.7275566052,25642.4932289995
0.721,25527.904,25672.2008570822,25673.064365179
0.7215,25550.787,25703.9973315643,25701.8957657369
0.722,25585.044,25730.3086211147,25734.9447588647
0.7225,25633.34,25760.3781097822,25764.2823841866
0.723,25655.2553333333,25792.6859231881,25792.9329227412
0.7235,25669,25822.1336686497,25819.5217491483
0.724,25692.2586666667,25849.9411128808,25850.0887781385
0.7245,25715.4113333333,25879.1497578999,25881.2301233726
0.725,25759.5,25912.4957651662,25906.8705662464
0.7255,25780.871,25942.359828957,25935.8671055508
0.726,25827.5853333333,25973.1348927143,25966.7581640307
0.7265,25844.489,26006.1912735183,25998.8421473269
0.727,25889.162,26036.5044364136,26032.5048298124
0.7275,25919.4016666667,26065.6698373876,26060.109983883
0.728,25940.568,26093.0231428741,26091.9724603631
0.7285,25987.3893333333,26124.7971395529,26124.0678694338
0.729,26008.9566666667,26163.3736453295,26151.4275319131
0.7295,26014.118,26196.520360386,26182.4438167677
0.73,26020.8866666667,26222.4928798688,26213.2029030665
0.7305,26037.3886666667,26254.8152435156,26246.387671001
0.731,26049,26287.1823699883,26280.019988103
0.7315,26062.6593333333,26316.5188639291,26308.6346589177
0.732,26084.3973333333,26350.6095784655,26337.7374413732
0.7325,26092.395,26384.3449809492,26368.2697636218
0.733,26121.392,26413.9065329398,26400.0133473749
0.7335,26158.204,26447.4734978718,26427.3544224562
0.734,26206.364,26470.0702028222,26461.446528525
0.7345,26239.6783333333,26497.990206022,26496.0423440167
0.735,26272.82,26527.1653089342,26529.0753115104
0.7355,26297.613,26558.5588462686,26560.5348888511
0.736,26334.9386666667,26590.8237708467,26592.9432635933
0.7365,26358.1583333333,26622.7867433692,26623.2198486804
0.737,26397.332,26654.3560541843,26659.4432233162
0.7375,26429.7,26680.3000350174,26690.997957536
0.738,26450.0933333333,26710.3476684913,26719.1177610413
0.7385,26464.385,26741.4887541416,26753.3145296978
0.739,26492.3446666667,26768.5931792288,26785.6008208653
0.7395,26504.474,26798.2920560564,26812.5058236995
0.74,26525.48,26829.8559320497,26843.5799903285
0.7405,26534.0953333333,26863.7325357336,26874.2625202894
0.741,26552.8453333333,26893.8500730581,26905.5526855011
0.7415,26591.049,26923.6530030777,26937.2506948386
0.742,26650.512,26954.0620623015,26972.3185066309
0.7425,26681.0916666667,26983.3036187924,27005.3666692946
0.743,26731.352,27016.002202514,27034.5522262714
0.7435,26770.7683333333,27044.7564012129,27065.1605143213
0.744,26785.0853333333,27075.7438492051,27102.9382786917
0.7445,26812.089,27106.1933571296,27137.352958842
0.745,26852.5066666667,27134.9301824746,27167.6237643742
0.7455,26880.1406666667,27168.1392969325,27198.1180094444
0.746,26925.628,27199.2819233584,27228.9844161228
0.7465,26958.237,27228.5204636656,27263.6639113091
0.747,26978.128,27262.5064157387,27298.1470565086
0.7475,26996.495,27297.3877022033,27329.2720372222
0.748,27054.688,27326.5525802916,27360.0596472466
0.7485,27079.8246666667,27362.4377155237,27389.0340278087
0.749,27108.054,27393.6246327255,27421.6357000864
0.7495,27132.297,27426.2060148882,27455.9516290292
0.75,27168.8333333333,27451.7692478465,27490.4772776531
0.7505,27229.535,27484.5556268833,27523.3600524302
0.751,27260.436,27516.8691072979,27553.3711714388
0.7515,27295.1816666667,27550.284620777,27582.1487999862
0.752,27323.104,27583.9663053251,27617.346393973
0.7525,27340.6866666667,27613.8493600757,27647.7033474155
0.753,27373.154,27649.0642006944,27682.6115337405
0.7535,27421.298,27683.5474615334,27709.3253354587
0.754,27451.124,27714.5629325621,27740.2228948543
0.7545,27474.8846666667,27749.5341158539,27771.6536824304
0.755,27504,27781.9950566473,27806.5108411119
0.7555,27520.1553333333,27812.569821988,27841.4674802234
0.756,27547.936,27845.2096002474,27873.7576525793
0.7565,27573.834,27880.7910306167,27906.6076144047
0.757,27627.7806666667,27913.0062857142,27938.8715399024
0.7575,27650.2416666667,27948.0315959448,27976.3795840171
0.758,27669.412,27982.5677961379,28013.5261969165
0.7585,27682.9183333333,28016.7594942031,28050.0223880144
0.759,27710.8213333333,28045.7255658827,28081.3469183119
0.7595,27735.57,28079.1483014935,28118.7953823003
0.76,27793.1866666667,28112.7666385786,28148.9561938796
0.7605,27813.763,28151.2353721643,28181.4120943644
0.761,27835.932,28183.4593337083,28219.7328867013
0.7615,27851.338,28221.5928976497,28249.5331080113
0.762,27896.488,28254.534233371,28287.2965001642
0.7625,27921.25,28288.2003779266,28316.8810490199
0.763,27961.7046666667,28322.3299258611,28351.1505211184
0.7635,28017.5653333333,28354.0409751806,28382.8339518964
0.764,28044.288,28388.9066098349,28414.4795913512
0.7645,28062,28418.5732929319,28447.431266856
0.765,28076,28450.2194760304,28482.5007121641
0.7655,28130.793,28485.4983077115,28512.852783759
0.766,28178.976,28520.4508745859,28549.9860847104
0.7665,28215.796,28553.913716376,28585.4738947879
0.767,28236.402,28587.2039848009,28621.0927069639
0.7675,28253.2016666667,28625.0950673342,28656.0347019109
0.768,28284.8853333333,28665.287155934,28688.8028327787
0.7685,28311.674,28694.0174103817,28724.0096903895
0.769,28350.6186666667,28728.0774897764,28758.539060909
0.7695,28374.9446666667,28759.3485773508,28793.1669998288
0.77,28411.16,28787.8295500949,28822.5832474016
0.7705,28465.761,28821.8654190177,28861.4633071881
0.771,28497.234,28862.3990288311,28894.4730695393
0.7715,28523.888,28894.8615702628,28930.6401219217
0.772,28563.296,28931.0618427823,28967.4668769707
0.7725,28600.9316666667,28966.2624412015,29000.7430323767
0.773,28630.838,29000.5405961208,29033.3186334083
0.7735,28665.0273333333,29040.2711587098,29066.2248926638
0.774,28695.5453333333,29078.805848773,29104.162672612
0.7745,28743.894,29113.3442272859,29136.9610861967
0.775,28762.4333333333,29147.8487788851,29174.3214448737
0.7755,28789.5493333333,29182.5362946879,29207.4316775878
0.776,28811.744,29215.6393721895,29243.3136892234
0.7765,28851.777,29249.5620634897,29282.449309636
0.777,28869.4366666667,29287.360868281,29316.5181688135
0.7775,28882.665,29323.7835327098,29350.8806943225
0.778,28925.5666666667,29355.5149463748,29382.7041504064
0.7785,29045.142,29399.9543603381,29418.5289397487
0.779,29061.032,29438.5748605282,29457.7338714593
0.7795,29088.6053333333,29480.3166167904,29488.3961404765
0.78,29121.04,29510.4447099636,29521.805166423
0.7805,29176.805,29543.8710251193,29562.6883622872
0.781,29214.258,29582.6568517595,29596.1296375009
0.7815,29256.1926666667,29616.1807184282,29635.0744988041
0.782,29285.296,29652.4544799744,29666.6841416337
0.7825,29303.39,29688.940600662,29699.9636857677
0.783,29327.0886666667,29730.4309322139,29732.0238772016
0.7835,29379.569,29769.684844646,29766.1363129438
0.784,29430.04,29804.4056033715,29802.854768279
0.7845,29476.028,29834.3115390075,29842.0098362775
0.785,29523.14,29867.2675895039,29874.1213381266
0.7855,29574.6376666667,29902.9477957349,29912.5980881025
0.786,29644.232,29938.0260802463,29947.3289636784
0.7865,29688.276,29972.7753959683,29980.7748471233
0.787,29748.2033333333,30007.7955005284,30021.7483726089
0.7875,29779.8166666667,30042.585242955,30061.211063734
0.788,29808.712,30079.6596431523,30098.2421474862
0.7885,29864.2183333333,30111.9144989552,30136.7407126565
0.789,29877.674,30150.2238621113,30171.1198890281
0.7895,29931,30190.0771528454,30207.2467279914
0.79,29957.9866666667,30223.2799723933,30245.5940324463
0.7905,29970.943,30261.1458649734,30279.8843680218
0.791,30039.146,30301.0007498245,30318.333112947
0.7915,30076.1476666667,30338.9684491927,30360.9521516881
0.792,30100.0346666667,30377.9648892549,30391.9977312799
0.7925,30136.755,30411.0220156053,30422.755063634
0.793,30171,30447.4835316498,30464.0922171581
0.7935,30208.805,30480.2820272527,30496.9009365322
0.794,30249,30517.6162005167,30530.9892021988
0.7945,30285.2783333333,30555.9599375984,30566.2006038252
0.795,30299.9233333333,30591.7281011921,30604.7847674277
0.7955,30326.991,30638.5085662794,30642.4405455806
0.796,30380.176,30674.7848560112,30678.1020066277
0.7965,30408,30714.1250648647,30721.0708553813
0.797,30435.776,30749.2883286137,30759.0123568723
0.7975,30463.5883333333,30794.6879364588,30805.4612779013
0.798,30538.3173333333,30832.8898745422,30844.048847677
0.7985,30593.146,30872.3264804871,30880.6801779978
0.799,30626.788,30911.1325350558,30922.7353431575
0.7995,30666.2586666667,30948.0690279722,30962.6369811526
0.8,30685.8,30988.6895682006,31000.3137191135
0.8005,30745.3383333333,31017.8869288806,31039.9923374458
0.801,30758.206,31057.2014523845,31077.2727153334
0.8015,30801.484,31096.9928976479,31121.2412221405
0.802,30836.7413333333,31138.5072723436,31167.1820961406
0.8025,30863.9383333333,31174.1966179777,31207.8694559916
0.803,30884.018,31208.5406264599,31260.1406524958
0.8035,30903.094,31245.4096498628,31302.2283692756
0.804,30978.1413333333,31283.317978467,31344.7922595758
0.8045,30993.836,31323.0542046944,31382.2112219747
0.805,31022.5533333333,31369.0802231135,31416.0725796283
0.8055,31042.4103333333,31401.382780645,31452.9643954589
0.806,31134.708,31447.705335406,31497.140649899
0.8065,31196,31491.069758413,31531.4132939802
0.807,31232.7366666667,31533.5796706989,31571.4638407055
0.8075,31283.455,31577.2459156545,31611.0055724665
0.808,31328.384,31618.0962166633,31653.2164878417
